
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"0","0","0","0.019666666666667","14.708","176.497","219.87066666667","140.50766666667","10.917","21.645333333333","0.93433333333333","0.081333333333333"
